Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Zay Jones (13372640),Zay Jones,13372640,WR/FLEX,3300,CIN@BUF 09/22/2019 01:00PM ET,BUF,3.1
RB,Justice Hill (13372300),Justice Hill,13372300,RB/FLEX,3300,BAL@KC 09/22/2019 01:00PM ET,BAL,2.55
WR,J.J. Nelson (13372642),J.J. Nelson,13372642,WR/FLEX,3300,OAK@MIN 09/22/2019 01:00PM ET,OAK,0
DST,Vikings  (13373059),Vikings ,13373059,DST,3300,OAK@MIN 09/22/2019 01:00PM ET,MIN,11
WR,Demaryius Thomas (13372638),Demaryius Thomas,13372638,WR/FLEX,3300,NYJ@NE 09/22/2019 01:00PM ET,NYJ,0.9
TE,Ben Watson (13372872),Ben Watson,13372872,TE/FLEX,3300,NYJ@NE 09/22/2019 01:00PM ET,NE,0
RB,Paul Perkins (13372296),Paul Perkins,13372296,RB/FLEX,3300,DET@PHI 09/22/2019 01:00PM ET,DET,0
WR,Andy Isabella (13372636),Andy Isabella,13372636,WR/FLEX,3300,CAR@ARI 09/22/2019 04:05PM ET,ARI,0
RB,Dare Ogunbowale (13372298),Dare Ogunbowale,13372298,RB/FLEX,3300,NYG@TB 09/22/2019 04:05PM ET,TB,4.6
WR,Russell Shepard (13372634),Russell Shepard,13372634,WR/FLEX,3300,NYG@TB 09/22/2019 04:05PM ET,NYG,1.95
RB,Dontrell Hilliard (13372302),Dontrell Hilliard,13372302,RB/FLEX,3300,LAR@CLE 09/22/2019 08:20PM ET,CLE,8.8
WR,Rashard Higgins (13372644),Rashard Higgins,13372644,WR/FLEX,3300,LAR@CLE 09/22/2019 08:20PM ET,CLE,6.6
WR,Cordarrelle Patterson (13372632),Cordarrelle Patterson,13372632,WR/FLEX,3300,CHI@WAS 09/23/2019 08:15PM ET,CHI,3.05
RB,Ryquell Armstead (13372304),Ryquell Armstead,13372304,RB/FLEX,3200,TEN@JAX 09/19/2019 08:20PM ET,JAX,0.35
WR,Keelan Cole (13372658),Keelan Cole,13372658,WR/FLEX,3200,TEN@JAX 09/19/2019 08:20PM ET,JAX,0
WR,Robert Foster (13372652),Robert Foster,13372652,WR/FLEX,3200,CIN@BUF 09/22/2019 01:00PM ET,BUF,0
TE,Tyler Eifert (13372874),Tyler Eifert,13372874,TE/FLEX,3200,CIN@BUF 09/22/2019 01:00PM ET,CIN,8.8
RB,Devontae Booker (13372308),Devontae Booker,13372308,RB/FLEX,3200,DEN@GB 09/22/2019 01:00PM ET,DEN,0
WR,Chris Moore (13372648),Chris Moore,13372648,WR/FLEX,3200,BAL@KC 09/22/2019 01:00PM ET,BAL,0
WR,Josh Bellamy (13372650),Josh Bellamy,13372650,WR/FLEX,3200,NYJ@NE 09/22/2019 01:00PM ET,NYJ,2
RB,C.J. Anderson (13372306),C.J. Anderson,13372306,RB/FLEX,3200,DET@PHI 09/22/2019 01:00PM ET,DET,2.15
WR,Mack Hollins (13372656),Mack Hollins,13372656,WR/FLEX,3200,DET@PHI 09/22/2019 01:00PM ET,PHI,5
WR,Keith Kirkwood (13372646),Keith Kirkwood,13372646,WR/FLEX,3200,NO@SEA 09/22/2019 04:25PM ET,NO,0
DST,Seahawks  (13373061),Seahawks ,13373061,DST,3200,NO@SEA 09/22/2019 04:25PM ET,SEA,7.5
DST,49ers  (13373060),49ers ,13373060,DST,3200,PIT@SF 09/22/2019 04:25PM ET,SF,17
WR,Damion Ratley (13372654),Damion Ratley,13372654,WR/FLEX,3200,LAR@CLE 09/22/2019 08:20PM ET,CLE,5.35
TE,Tyler Higbee (13372880),Tyler Higbee,13372880,TE/FLEX,3200,LAR@CLE 09/22/2019 08:20PM ET,LAR,8.05
TE,Gerald Everett (13372882),Gerald Everett,13372882,TE/FLEX,3200,LAR@CLE 09/22/2019 08:20PM ET,LAR,3.4
RB,Mike Davis (13372310),Mike Davis,13372310,RB/FLEX,3200,CHI@WAS 09/23/2019 08:15PM ET,CHI,4.85
TE,Vernon Davis (13372876),Vernon Davis,13372876,TE/FLEX,3200,CHI@WAS 09/23/2019 08:15PM ET,WAS,10.9
TE,Adam Shaheen (13372878),Adam Shaheen,13372878,TE/FLEX,3200,CHI@WAS 09/23/2019 08:15PM ET,CHI,3.5
DST,Falcons  (13373063),Falcons ,13373063,DST,3100,ATL@IND 09/22/2019 01:00PM ET,ATL,5
TE,Hayden Hurst (13372884),Hayden Hurst,13372884,TE/FLEX,3100,BAL@KC 09/22/2019 01:00PM ET,BAL,7.1
RB,Jordan Scarlett (13372312),Jordan Scarlett,13372312,RB/FLEX,3100,CAR@ARI 09/22/2019 04:05PM ET,CAR,0
WR,Breshad Perriman (13372664),Breshad Perriman,13372664,WR/FLEX,3100,NYG@TB 09/22/2019 04:05PM ET,TB,1.5
WR,DeAndre Carter (13372660),DeAndre Carter,13372660,WR/FLEX,3100,HOU@LAC 09/22/2019 04:25PM ET,HOU,0.45
WR,David Moore (13372662),David Moore,13372662,WR/FLEX,3100,NO@SEA 09/22/2019 04:25PM ET,SEA,0
WR,Jaron Brown (13372666),Jaron Brown,13372666,WR/FLEX,3100,NO@SEA 09/22/2019 04:25PM ET,SEA,0
WR,Josh Reynolds (13372668),Josh Reynolds,13372668,WR/FLEX,3100,LAR@CLE 09/22/2019 08:20PM ET,LAR,0
DST,Rams  (13373062),Rams ,13373062,DST,3100,LAR@CLE 09/22/2019 08:20PM ET,LAR,8.5
RB,Wendell Smallwood (13372314),Wendell Smallwood,13372314,RB/FLEX,3100,CHI@WAS 09/23/2019 08:15PM ET,WAS,1.65
WR,Javon Wims (13372670),Javon Wims,13372670,WR/FLEX,3100,CHI@WAS 09/23/2019 08:15PM ET,CHI,0
RB,Tyler Ervin (13372316),Tyler Ervin,13372316,RB/FLEX,3000,TEN@JAX 09/19/2019 08:20PM ET,JAX,0
RB,Devine Ozigbo (13372318),Devine Ozigbo,13372318,RB/FLEX,3000,TEN@JAX 09/19/2019 08:20PM ET,JAX,0
RB,Roc Thomas (13372320),Roc Thomas,13372320,RB/FLEX,3000,TEN@JAX 09/19/2019 08:20PM ET,JAX,0
RB,David Fluellen (13372322),David Fluellen,13372322,RB/FLEX,3000,TEN@JAX 09/19/2019 08:20PM ET,TEN,0
WR,Tajae Sharpe (13372822),Tajae Sharpe,13372822,WR/FLEX,3000,TEN@JAX 09/19/2019 08:20PM ET,TEN,2.2
WR,Darius Jennings (13372824),Darius Jennings,13372824,WR/FLEX,3000,TEN@JAX 09/19/2019 08:20PM ET,TEN,1.05
WR,C.J. Board (13372826),C.J. Board,13372826,WR/FLEX,3000,TEN@JAX 09/19/2019 08:20PM ET,JAX,0
RB,Patrick DiMarco (13372334),Patrick DiMarco,13372334,RB/FLEX,3000,CIN@BUF 09/22/2019 01:00PM ET,BUF,2.15
RB,Trayveon Williams (13372342),Trayveon Williams,13372342,RB/FLEX,3000,CIN@BUF 09/22/2019 01:00PM ET,CIN,0
WR,Andre Roberts (13372684),Andre Roberts,13372684,WR/FLEX,3000,CIN@BUF 09/22/2019 01:00PM ET,BUF,0
WR,Auden Tate (13372686),Auden Tate,13372686,WR/FLEX,3000,CIN@BUF 09/22/2019 01:00PM ET,CIN,1.6
WR,Pharoh Cooper (13372688),Pharoh Cooper,13372688,WR/FLEX,3000,CIN@BUF 09/22/2019 01:00PM ET,CIN,0
WR,Damion Willis (13372782),Damion Willis,13372782,WR/FLEX,3000,CIN@BUF 09/22/2019 01:00PM ET,CIN,3.8
WR,Alex Erickson (13372784),Alex Erickson,13372784,WR/FLEX,3000,CIN@BUF 09/22/2019 01:00PM ET,CIN,4.1
RB,Jamize Olawale (13372344),Jamize Olawale,13372344,RB/FLEX,3000,MIA@DAL 09/22/2019 01:00PM ET,DAL,0
RB,Mark Walton (13372368),Mark Walton,13372368,RB/FLEX,3000,MIA@DAL 09/22/2019 01:00PM ET,MIA,1.9
RB,Chandler Cox (13372370),Chandler Cox,13372370,RB/FLEX,3000,MIA@DAL 09/22/2019 01:00PM ET,MIA,0
RB,Patrick Laird (13372372),Patrick Laird,13372372,RB/FLEX,3000,MIA@DAL 09/22/2019 01:00PM ET,MIA,0
RB,Myles Gaskin (13372374),Myles Gaskin,13372374,RB/FLEX,3000,MIA@DAL 09/22/2019 01:00PM ET,MIA,0
WR,Cedrick Wilson (13372672),Cedrick Wilson,13372672,WR/FLEX,3000,MIA@DAL 09/22/2019 01:00PM ET,DAL,0
WR,Tavon Austin (13372690),Tavon Austin,13372690,WR/FLEX,3000,MIA@DAL 09/22/2019 01:00PM ET,DAL,1.8
WR,Allen Hurns (13372792),Allen Hurns,13372792,WR/FLEX,3000,MIA@DAL 09/22/2019 01:00PM ET,MIA,2.75
RB,Andy Janovich (13372346),Andy Janovich,13372346,RB/FLEX,3000,DEN@GB 09/22/2019 01:00PM ET,DEN,0
RB,Dexter Williams (13372354),Dexter Williams,13372354,RB/FLEX,3000,DEN@GB 09/22/2019 01:00PM ET,GB,0
RB,Danny Vitale (13372356),Danny Vitale,13372356,RB/FLEX,3000,DEN@GB 09/22/2019 01:00PM ET,GB,0
WR,River Cracraft (13372674),River Cracraft,13372674,WR/FLEX,3000,DEN@GB 09/22/2019 01:00PM ET,DEN,0
WR,Juwann Winfree (13372692),Juwann Winfree,13372692,WR/FLEX,3000,DEN@GB 09/22/2019 01:00PM ET,DEN,0
WR,Diontae Spencer (13372694),Diontae Spencer,13372694,WR/FLEX,3000,DEN@GB 09/22/2019 01:00PM ET,DEN,0
WR,Trevor Davis (13372700),Trevor Davis,13372700,WR/FLEX,3000,DEN@GB 09/22/2019 01:00PM ET,GB,1.9
WR,Darrius Shepherd (13372702),Darrius Shepherd,13372702,WR/FLEX,3000,DEN@GB 09/22/2019 01:00PM ET,GB,0
WR,Allen Lazard (13372704),Allen Lazard,13372704,WR/FLEX,3000,DEN@GB 09/22/2019 01:00PM ET,GB,0
WR,Jake Kumerow (13372786),Jake Kumerow,13372786,WR/FLEX,3000,DEN@GB 09/22/2019 01:00PM ET,GB,1.1
RB,Qadree Ollison (13372326),Qadree Ollison,13372326,RB/FLEX,3000,ATL@IND 09/22/2019 01:00PM ET,ATL,0
RB,Brian Hill (13372328),Brian Hill,13372328,RB/FLEX,3000,ATL@IND 09/22/2019 01:00PM ET,ATL,0
RB,Kenjon Barner (13372330),Kenjon Barner,13372330,RB/FLEX,3000,ATL@IND 09/22/2019 01:00PM ET,ATL,0
RB,Keith Smith (13372332),Keith Smith,13372332,RB/FLEX,3000,ATL@IND 09/22/2019 01:00PM ET,ATL,0
RB,Jonathan Williams (13372358),Jonathan Williams,13372358,RB/FLEX,3000,ATL@IND 09/22/2019 01:00PM ET,IND,0
WR,Russell Gage (13372680),Russell Gage,13372680,WR/FLEX,3000,ATL@IND 09/22/2019 01:00PM ET,ATL,1.1
WR,Olamide Zaccheaus (13372682),Olamide Zaccheaus,13372682,WR/FLEX,3000,ATL@IND 09/22/2019 01:00PM ET,ATL,0
WR,Deon Cain (13372706),Deon Cain,13372706,WR/FLEX,3000,ATL@IND 09/22/2019 01:00PM ET,IND,2.75
WR,Zach Pascal (13372708),Zach Pascal,13372708,WR/FLEX,3000,ATL@IND 09/22/2019 01:00PM ET,IND,0
WR,Justin Hardy (13372778),Justin Hardy,13372778,WR/FLEX,3000,ATL@IND 09/22/2019 01:00PM ET,ATL,4.05
TE,Jack Doyle (13372886),Jack Doyle,13372886,TE/FLEX,3000,ATL@IND 09/22/2019 01:00PM ET,IND,3.55
RB,Anthony Sherman (13372360),Anthony Sherman,13372360,RB/FLEX,3000,BAL@KC 09/22/2019 01:00PM ET,KC,1.25
RB,Darrel Williams (13372420),Darrel Williams,13372420,RB/FLEX,3000,BAL@KC 09/22/2019 01:00PM ET,KC,0
RB,Patrick Ricard (13372422),Patrick Ricard,13372422,RB/FLEX,3000,BAL@KC 09/22/2019 01:00PM ET,BAL,4.2
RB,Darwin Thompson (13372424),Darwin Thompson,13372424,RB/FLEX,3000,BAL@KC 09/22/2019 01:00PM ET,KC,0.7
RB,Gus Edwards (13372426),Gus Edwards,13372426,RB/FLEX,3000,BAL@KC 09/22/2019 01:00PM ET,BAL,3.35
WR,Byron Pringle (13372710),Byron Pringle,13372710,WR/FLEX,3000,BAL@KC 09/22/2019 01:00PM ET,KC,0
WR,Seth Roberts (13372774),Seth Roberts,13372774,WR/FLEX,3000,BAL@KC 09/22/2019 01:00PM ET,BAL,1
WR,Jaleel Scott (13372776),Jaleel Scott,13372776,WR/FLEX,3000,BAL@KC 09/22/2019 01:00PM ET,BAL,0
WR,De'Anthony Thomas (13372788),De'Anthony Thomas,13372788,WR/FLEX,3000,BAL@KC 09/22/2019 01:00PM ET,KC,1.6
WR,Miles Boykin (13372800),Miles Boykin,13372800,WR/FLEX,3000,BAL@KC 09/22/2019 01:00PM ET,BAL,4.8
RB,Isaiah Crowell (13372362),Isaiah Crowell,13372362,RB/FLEX,3000,OAK@MIN 09/22/2019 01:00PM ET,OAK,0
RB,DeAndre Washington (13372364),DeAndre Washington,13372364,RB/FLEX,3000,OAK@MIN 09/22/2019 01:00PM ET,OAK,3.15
RB,Alec Ingold (13372366),Alec Ingold,13372366,RB/FLEX,3000,OAK@MIN 09/22/2019 01:00PM ET,OAK,0
RB,Ameer Abdullah (13372376),Ameer Abdullah,13372376,RB/FLEX,3000,OAK@MIN 09/22/2019 01:00PM ET,MIN,0.5
RB,Mike Boone (13372378),Mike Boone,13372378,RB/FLEX,3000,OAK@MIN 09/22/2019 01:00PM ET,MIN,0
RB,C.J. Ham (13372380),C.J. Ham,13372380,RB/FLEX,3000,OAK@MIN 09/22/2019 01:00PM ET,MIN,0
RB,Jalen Richard (13372428),Jalen Richard,13372428,RB/FLEX,3000,OAK@MIN 09/22/2019 01:00PM ET,OAK,1.4
WR,Dwayne Harris (13372712),Dwayne Harris,13372712,WR/FLEX,3000,OAK@MIN 09/22/2019 01:00PM ET,OAK,0.85
WR,Keelan Doss (13372714),Keelan Doss,13372714,WR/FLEX,3000,OAK@MIN 09/22/2019 01:00PM ET,OAK,0
WR,Jalin Marshall (13372716),Jalin Marshall,13372716,WR/FLEX,3000,OAK@MIN 09/22/2019 01:00PM ET,OAK,0
WR,Laquon Treadwell (13372718),Laquon Treadwell,13372718,WR/FLEX,3000,OAK@MIN 09/22/2019 01:00PM ET,MIN,0
WR,Olabisi Johnson (13372720),Olabisi Johnson,13372720,WR/FLEX,3000,OAK@MIN 09/22/2019 01:00PM ET,MIN,0
WR,Ryan Grant (13372790),Ryan Grant,13372790,WR/FLEX,3000,OAK@MIN 09/22/2019 01:00PM ET,OAK,2.7
RB,Brandon Bolden (13372382),Brandon Bolden,13372382,RB/FLEX,3000,NYJ@NE 09/22/2019 01:00PM ET,NE,0.7
RB,James Develin (13372384),James Develin,13372384,RB/FLEX,3000,NYJ@NE 09/22/2019 01:00PM ET,NE,0.15
RB,Bilal Powell (13372392),Bilal Powell,13372392,RB/FLEX,3000,NYJ@NE 09/22/2019 01:00PM ET,NYJ,0
RB,Trenton Cannon (13372394),Trenton Cannon,13372394,RB/FLEX,3000,NYJ@NE 09/22/2019 01:00PM ET,NYJ,0
WR,Gunner Olszewski (13372722),Gunner Olszewski,13372722,WR/FLEX,3000,NYJ@NE 09/22/2019 01:00PM ET,NE,0
WR,Jakobi Meyers (13372724),Jakobi Meyers,13372724,WR/FLEX,3000,NYJ@NE 09/22/2019 01:00PM ET,NE,3.2
WR,Matthew Slater (13372726),Matthew Slater,13372726,WR/FLEX,3000,NYJ@NE 09/22/2019 01:00PM ET,NE,0
WR,N'Keal Harry (13372728),N'Keal Harry,13372728,WR/FLEX,3000,NYJ@NE 09/22/2019 01:00PM ET,NE,0
WR,Braxton Berrios (13372738),Braxton Berrios,13372738,WR/FLEX,3000,NYJ@NE 09/22/2019 01:00PM ET,NYJ,0
RB,Ty Johnson (13372348),Ty Johnson,13372348,RB/FLEX,3000,DET@PHI 09/22/2019 01:00PM ET,DET,3.1
RB,J.D. McKissic (13372350),J.D. McKissic,13372350,RB/FLEX,3000,DET@PHI 09/22/2019 01:00PM ET,DET,2.3
RB,Nick Bawden (13372352),Nick Bawden,13372352,RB/FLEX,3000,DET@PHI 09/22/2019 01:00PM ET,DET,0.5
RB,Corey Clement (13372396),Corey Clement,13372396,RB/FLEX,3000,DET@PHI 09/22/2019 01:00PM ET,PHI,-0.5
WR,Chris Lacy (13372696),Chris Lacy,13372696,WR/FLEX,3000,DET@PHI 09/22/2019 01:00PM ET,DET,0
WR,Travis Fulgham (13372698),Travis Fulgham,13372698,WR/FLEX,3000,DET@PHI 09/22/2019 01:00PM ET,DET,0
RB,D.J. Foster (13372398),D.J. Foster,13372398,RB/FLEX,3000,CAR@ARI 09/22/2019 04:05PM ET,ARI,0
RB,Reggie Bonnafon (13372416),Reggie Bonnafon,13372416,RB/FLEX,3000,CAR@ARI 09/22/2019 04:05PM ET,CAR,0
RB,Alex Armah (13372418),Alex Armah,13372418,RB/FLEX,3000,CAR@ARI 09/22/2019 04:05PM ET,CAR,3.05
WR,Damiere Byrd (13372740),Damiere Byrd,13372740,WR/FLEX,3000,CAR@ARI 09/22/2019 04:05PM ET,ARI,9.35
WR,Trent Sherfield (13372742),Trent Sherfield,13372742,WR/FLEX,3000,CAR@ARI 09/22/2019 04:05PM ET,ARI,0
WR,Chris Hogan (13372768),Chris Hogan,13372768,WR/FLEX,3000,CAR@ARI 09/22/2019 04:05PM ET,CAR,1.1
WR,Brandon Zylstra (13372770),Brandon Zylstra,13372770,WR/FLEX,3000,CAR@ARI 09/22/2019 04:05PM ET,CAR,0
WR,Ray-Ray McCloud (13372772),Ray-Ray McCloud,13372772,WR/FLEX,3000,CAR@ARI 09/22/2019 04:05PM ET,CAR,0
WR,Jarius Wright (13372798),Jarius Wright,13372798,WR/FLEX,3000,CAR@ARI 09/22/2019 04:05PM ET,CAR,2.95
RB,Elijhaa Penny (13372390),Elijhaa Penny,13372390,RB/FLEX,3000,NYG@TB 09/22/2019 04:05PM ET,NYG,0.15
